Subplot_ID,Rep,Awning,Treatment,Genotype,Grid_Location,Jul_21_IR,Jul_11_IR
61639,2,16,wet,TB_0025,G21,35.128125,33.4935
61640,2,16,wet,TB_0414,G22,34.1861875,33.303
61641,2,16,wet,TB_0492,G23,35.05775,33.7688125
61642,2,16,wet,TB_0104,G24,35.181875,34.451875
61643,2,16,wet,TB_0201,H19,33.65,32.7535
61644,2,16,wet,TB_0534,H20,34.4438125,33.1056875
61645,2,16,wet,B100,H21,34.6425625,33.332
61646,2,16,wet,TB_0569,H22,34.1779375,33.4441875
61647,2,16,wet,TB_0003,H23,34.5844375,32.8978125
61648,2,16,wet,TB_0612,H24,34.25775,33.927625
61649,2,16,wet,B100,I19,34.3616875,32.7869375
61650,2,16,wet,TB_0297,I20,33.709875,32.8374375
61651,2,16,wet,TB_0159,I21,34.5954375,32.62075
61652,2,16,wet,TB_0126,I22,34.399375,32.6879375
61653,2,16,wet,TB_0381,I23,34.269875,33.153125
61654,2,16,wet,A10,I24,36.8100625,33.1638125
61655,2,16,wet,TB_0487,J19,33.4923125,32.598
61656,2,16,wet,TB_0261,J20,33.356375,32.6683125
61657,2,16,wet,TB_0294,J21,33.8006875,33.099
61658,2,16,wet,TB_0353,J22,33.4855625,32.7089375
61659,2,16,wet,B100,J23,33.2964375,32.2763125
61660,2,16,wet,TB_0386,J24,34.096375,32.4283125
