Subplot_ID,Rep,Awning,Treatment,Genotype,Grid_Location,Jul_16_notes,Jul_11_notes,Jul_12_notes,Jul_11_weather,Jul_21_notes,Jul_21_weather,Jul_21_IR,Jul_21_IR_std,Jul_21_IR_obs,Jul_21_IR_se,,Jul_11_IR,Jul_11_IR_std,Jul_11_IR_obs,Jul_11_IR_se,Jul_16_IR,Jul_16_IR_std,Jul_16_IR_obs,Jul_16_IR_se
60731,1,7,dry,TB_0315,F18,,sparse,,,,,38.128,0.27275899,16,0.068189748,,36.89975,0.61641539,16,0.154103848,,,,
60732,1,7,dry,TB_0441,F17,,,,,,,38.0068125,0.357250467,16,0.089312617,,38.5475625,0.376173536,16,0.094043384,,,,
60733,1,7,dry,TB_0387,F16,,,,,,,36.7119375,0.17959713,16,0.044899283,,37.5803125,0.508542062,16,0.127135516,,,,
60734,1,7,dry,B100,F15,,,,,,,35.858875,0.404897168,16,0.101224292,,35.7219375,0.574986199,16,0.14374655,,,,
60735,1,7,dry,TB_0201,F14,,,,,,,35.9369375,0.191128742,16,0.047782185,,35.3773125,0.631622326,16,0.157905581,,,,
60736,1,7,dry,TB_0206,F13,,sparse,,,sparse,,47.6076875,2.561522847,16,0.640380712,,43.3335625,1.989831583,16,0.497457896,,,,
60737,1,7,dry,TB_0496,G18,,,,,,,38.18825,0.219014611,16,0.054753653,,35.9915625,0.488226992,16,0.122056748,,,,
60738,1,7,dry,TB_0522,G17,,,,,,,37.722625,0.356101647,16,0.089025412,,36.9244375,0.660922887,16,0.165230722,,,,
60739,1,7,dry,TB_0129,G16,,,,,,,39.587875,0.59459105,16,0.148647762,,39.4246875,0.643867556,16,0.160966889,,,,
60740,1,7,dry,TB_0294,G15,,,,,,,38.190125,0.537119214,16,0.134279803,,39.5885,1.278708515,16,0.319677129,,,,
60741,1,7,dry,TB_0334,G14,,,,,,,36.8568125,0.359175578,16,0.089793895,,36.7695625,0.4391305,16,0.109782625,,,,
60742,1,7,dry,TB_0512,G13,,,,,,,36.247125,0.206061763,16,0.051515441,,37.0999375,0.990049862,16,0.247512465,,,,
60743,1,7,dry,TB_0357,H18,,,,,,,37.43825,0.313361027,16,0.078340257,,38.9020625,1.707862893,16,0.426965723,,,,
60744,1,7,dry,TB_0107,H17,,,,,,,36.2995,0.240270958,16,0.06006774,,37.361625,0.94817501,16,0.237043753,,,,
60745,1,7,dry,B100,H16,,,,,,,36.3901875,0.425209159,16,0.10630229,,38.9575625,1.899378529,16,0.474844632,,,,
60746,1,7,dry,TB_0488,H15,,,,,,,36.7859375,0.21037727,16,0.052594318,,35.468125,0.37777522,16,0.094443805,,,,
60747,1,7,dry,TB_0031,H14,,,,,,,36.65125,0.230209615,16,0.057552404,,38.1810625,0.828606257,16,0.207151564,,,,
60748,1,7,dry,TB_0063,H13,,,,,,,36.330375,0.286066164,16,0.071516541,,40.0738125,1.547411224,16,0.386852806,,,,
60749,1,7,dry,B100,I18,,,,,,,35.6445,0.401391912,16,0.100347978,,36.532125,0.874115162,16,0.218528791,,,,
60750,1,7,dry,TB_0191,I17,,,,,,,36.3843125,0.282117403,16,0.070529351,,37.433,2.068408696,16,0.517102174,,,,
60751,1,7,dry,TB_0478,I16,,,,,,,35.9066875,0.283099916,16,0.070774979,,38.3845625,0.616040039,16,0.15401001,,,,
60752,1,7,dry,TB_0266,I15,,,,,,,35.72725,0.293621639,16,0.07340541,,38.3436875,0.734184965,16,0.183546241,,,,
60753,1,7,dry,TB_0025,I14,,,,,,,35.5235625,0.25135366,16,0.062838415,,36.3571875,0.302973534,16,0.075743384,,,,
60754,1,7,dry,TB_0579,I13,,,,,,,37.0091875,0.384217164,16,0.096054291,,40.640375,1.070645218,16,0.267661305,,,,
60755,1,7,dry,TB_0414,J18,,,,,,,35.873375,0.277716612,16,0.069429153,,36.8419375,0.595803711,16,0.148950928,,,,
60756,1,7,dry,TB_0131,J17,,,,,,,35.73425,0.274167467,16,0.068541867,,36.7745625,0.727084311,16,0.181771078,,,,
60757,1,7,dry,TB_0465,J16,,,,,,,35.084875,0.247325663,16,0.061831416,,35.93675,0.578328223,16,0.144582056,,,,
60758,1,7,dry,TB_0146,J15,,sparse,,,,,36.8431875,0.847423091,16,0.211855773,,42.657625,2.015258226,16,0.503814556,,,,
60759,1,7,dry,B100,J14,,,,,,,35.42325,0.20588071,16,0.051470177,,35.7026875,0.292806584,16,0.073201646,,,,
60760,1,7,dry,TB_0564,J13,,,,,,,36.736875,0.584997877,16,0.146249469,,36.0860625,0.383415261,16,0.095853815,,,,
60801,1,8,dry,TB_0581,A19,,,,,,,35.1494375,0.157376817,16,0.039344204,,34.705125,0.115366012,16,0.028841503,,,,
60802,1,8,dry,B100,A20,,,,,,,35.947,0.528324143,16,0.132081036,,35.434,0.176194589,16,0.044048647,,,,
60803,1,8,dry,TB_0255,A21,,,,,,,35.597875,0.226888482,16,0.056722121,,36.652875,0.531912383,16,0.132978096,,,,
60804,1,8,dry,TB_0044,A22,,,,,,,37.0700625,0.381973205,16,0.095493301,,36.505875,0.811466892,16,0.202866723,,,,
60805,1,8,dry,TB_0417,A23,,,,,sparse,,38.11925,0.474970806,16,0.118742702,,38.127375,0.960443153,16,0.240110788,,,,
60806,1,8,dry,TB_0228,A24,,sparse,,,sparse,,59.5305,3.540014369,16,0.885003592,,43.5635,1.879992518,16,0.469998129,,,,
60807,1,8,dry,TB_0469,B19,,beam,,,,,36.8726875,0.633270318,16,0.15831758,,34.8348125,0.542109733,16,0.135527433,,,,
60808,1,8,dry,TB_0598,B20,,beam,,,,,34.9825,0.203026107,16,0.050756527,,34.81675,0.758370666,16,0.189592666,,,,
60809,1,8,dry,B100,B21,,beam,,,,,35.3800625,0.211478121,16,0.05286953,,34.473125,0.488478164,16,0.122119541,,,,
60810,1,8,dry,TB_0462,B22,,,,,,,35.9041875,0.265957445,16,0.066489361,,35.39425,0.343960172,16,0.085990043,,,,
60811,1,8,dry,TB_0317,B23,,,,,,,37.9426875,0.590471757,16,0.147617939,,36.857875,0.613509128,16,0.153377282,,,,
60812,1,8,dry,TB_0503,B24,,,,,,,38.6205,1.114888096,16,0.278722024,,36.204875,0.221746063,16,0.055436516,,,,
60813,1,8,dry,TB_0355,C19,,,,,,,35.55825,0.216588858,16,0.054147214,,38.128875,0.966067967,16,0.241516992,,,,
60814,1,8,dry,TB_0569,C20,,,,,,,35.19,0.173650223,16,0.043412556,,35.2498125,0.43289725,16,0.108224313,,,,
60815,1,8,dry,TB_0316,C21,,,,,,,36.232,0.537404627,16,0.134351157,,35.8021875,0.450437301,16,0.112609325,,,,
60816,1,8,dry,TB_0006,C22,,,,,,,35.5390625,0.353452207,16,0.088363052,,35.31975,0.325540883,16,0.081385221,,,,
60817,1,8,dry,TB_0226,C23,,,,,,,40.822125,1.274126989,16,0.318531747,,37.5725,1.468391092,16,0.367097773,,,,
60818,1,8,dry,B100,C24,,,,,,,36.6511875,0.441312016,16,0.110328004,,35.731375,0.465021559,16,0.11625539,,,,
60819,1,8,dry,TB_0130,D19,,,,,,,35.980375,0.263174688,16,0.065793672,,35.5990625,0.296670742,16,0.074167686,,,,
60820,1,8,dry,B100,D20,,,,,,,35.4018125,0.573942996,16,0.143485749,,35.0426875,0.339909148,16,0.084977287,,,,
60821,1,8,dry,TB_0352,D21,,,,,,,35.554875,0.236316419,16,0.059079105,,36.9225,0.669663398,16,0.16741585,,,,
60822,1,8,dry,TB_0017,D22,,,,,,,36.1235,0.153611632,16,0.038402908,,35.787,0.312066232,16,0.078016558,,,,
60823,1,8,dry,TB_0054,D23,,,,,,,36.7963125,0.245297838,16,0.061324459,,36.0279375,0.460047747,16,0.115011937,,,,
60824,1,8,dry,TB_0015,D24,,,,,,,38.2069375,0.955130251,16,0.238782563,,35.454875,0.438851664,16,0.109712916,,,,
60825,1,8,dry,TB_0259,E19,,,,,,,36.258375,0.324277222,16,0.081069305,,36.1670625,0.390183798,16,0.097545949,,,,
60826,1,8,dry,TB_0363,E20,,,,,,,35.95675,0.266694707,16,0.066673677,,36.87475,0.400952449,16,0.100238112,,,,
60827,1,8,dry,TB_0480,E21,,,,,,,36.7925,0.21590924,16,0.05397731,,39.9950625,1.343455369,16,0.335863842,,,,
60828,1,8,dry,TB_0310,E22,,,,,,,37.020625,0.549241644,16,0.137310411,,37.0676875,0.553025101,16,0.138256275,,,,
60829,1,8,dry,TB_0437,E23,,,,,,,38.931625,0.816762868,16,0.204190717,,36.88325,0.874205506,16,0.218551376,,,,
60830,1,8,dry,TB_0593,E24,,,,,,,38.0968125,0.26003954,16,0.065009885,,35.798875,0.301914751,16,0.075478688,,,,
60831,1,8,dry,TB_0354,F19,,,,,,,35.2066875,0.270122372,16,0.067530593,,37.53225,1.454707187,16,0.363676797,,,,
60832,1,8,dry,TB_0309,F20,,,,,,,35.69175,0.353652466,16,0.088413116,,36.0439375,0.277889539,16,0.069472385,,,,
60833,1,8,dry,TB_0097,F21,,,,,,,36.2609375,0.274573723,16,0.068643431,,36.3301875,0.531644269,16,0.132911067,,,,
60834,1,8,dry,B100,F22,,,,,,,36.349625,0.578747369,16,0.144686842,,35.1130625,0.462705734,16,0.115676433,,,,
60835,1,8,dry,TB_0444,F23,,,,,,,37.6898125,0.251911153,16,0.062977788,,34.825125,0.362302429,16,0.090575607,,,,
60836,1,8,dry,TB_0157,F24,,,,,,,38.8645625,0.329625842,16,0.082406461,,36.685625,1.164370323,16,0.291092581,,,,
60837,1,8,dry,TB_0159,G19,,,,,,,35.956875,0.489583479,16,0.12239587,,36.6854375,1.154564967,16,0.288641242,,,,
60838,1,8,dry,TB_0314,G20,,,,,,,35.3244375,0.232071244,16,0.058017811,,35.7250625,0.483740353,16,0.120935088,,,,
60839,1,8,dry,TB_0362,G21,,,,,,,35.923125,0.285542262,16,0.071385565,,37.2584375,0.684005942,16,0.171001486,,,,
60840,1,8,dry,TB_0048,G22,,,,,,,36.1765,0.399105333,16,0.099776333,,37.321875,0.39158956,16,0.09789739,,,,
60841,1,8,dry,TB_0010,G23,,,,,,,37.3004375,0.408416449,16,0.102104112,,37.1291875,0.574075862,16,0.143518966,,,,
60842,1,8,dry,TB_0285,G24,,,,,,,38.12825,0.401006484,16,0.100251621,,37.2825625,0.361853556,16,0.090463389,,,,
60843,1,8,dry,TB_0088,H19,,,,,,,34.8284375,0.283505195,16,0.070876299,,36.6225,0.671344124,16,0.167836031,,,,
60844,1,8,dry,TB_0430,H20,,,,,,,36.4671875,0.49915171,16,0.124787927,,36.006875,0.700017702,16,0.175004426,,,,
60845,1,8,dry,B100,H21,,,,,,,34.546125,0.436856784,16,0.109214196,,36.2303125,0.899780693,16,0.224945173,,,,
60846,1,8,dry,TB_0433,H22,,,,,,,39.4655,1.578045162,16,0.394511291,,39.6763125,0.880771459,16,0.220192865,,,,
60847,1,8,dry,TB_0335,H23,,,,,,,37.8944375,0.849544895,16,0.212386224,,36.993125,1.466612963,16,0.366653241,,,,
60848,1,8,dry,TB_0471,H24,,,,,,,38.3481875,0.437004381,16,0.109251095,,36.3381875,0.288959332,16,0.072239833,,,,
60849,1,8,dry,B100,I19,,,,,,,34.762,0.378860045,16,0.094715011,,35.0506875,0.356601873,16,0.089150468,,,,
60850,1,8,dry,TB_0100,I20,,,,,,,35.489,0.310041073,16,0.077510268,,35.868125,0.438561721,16,0.10964043,,,,
60851,1,8,dry,TB_0003,I21,,,,,,,36.9785625,0.627192365,16,0.156798091,,35.7345625,0.359548044,16,0.089887011,,,,
60852,1,8,dry,TB_0423,I22,,,,,,,36.590625,0.613392737,16,0.153348184,,35.9194375,0.329117197,16,0.082279299,,,,
60853,1,8,dry,TB_0267,I23,,,,,,,36.3485625,0.425530409,16,0.106382602,,35.785375,0.390052625,16,0.097513156,,,,
60854,1,8,dry,TB_0047,I24,,,,,,,37.894625,0.490224557,16,0.122556139,,36.280625,0.657876876,16,0.164469219,,,,
60855,1,8,dry,TB_0296,J19,,,,,,,34.9235625,0.24734752,16,0.06183688,,36.2505625,0.341310605,16,0.085327651,,,,
60856,1,8,dry,TB_0531,J20,,,,,,,34.8295,0.204468743,16,0.051117186,,35.0385625,0.217297636,16,0.054324409,,,,
60857,1,8,dry,TB_0409,J21,,,,,,,35.15525,0.242233634,16,0.060558408,,35.7136875,0.452937335,16,0.113234334,,,,
60858,1,8,dry,TB_0311,J22,,,,,,,35.2276875,0.343231646,16,0.085807911,,34.2315625,0.286850244,16,0.071712561,,,,
60859,1,8,dry,B100,J23,,,,,,,34.947625,0.397546287,16,0.099386572,,34.950625,0.5904099,16,0.147602475,,,,
60860,1,8,dry,TB_0239,J24,,sparse,,,sparse,,53.8241875,1.56126138,16,0.390315345,,38.680125,1.126673799,16,0.28166845,,,,
60901,2,9,dry,TB_0423,A6,,,,,,,37.3091875,0.291931777,16,0.072982944,,37.327,0.629966666,16,0.157491666,32.468625,0.698504772,16,0.174626193
60902,2,9,dry,B100,A5,,,,,,,36.1823125,0.253621692,16,0.063405423,,35.24775,0.364419447,16,0.091104862,30.029375,0.249476485,16,0.062369121
60903,2,9,dry,TB_0037,A4,,,,,,,35.510125,0.207967586,16,0.051991896,,35.1228125,0.165734011,16,0.041433503,29.84425,0.437471142,16,0.109367785
60904,2,9,dry,TB_0097,A3,,,,,,,35.13975,0.305780858,16,0.076445215,,35.1293125,0.278407069,16,0.069601767,30.3,0.322287242,16,0.080571811
60905,2,9,dry,TB_0500,A2,,,,,,,34.804625,0.270122904,16,0.067530726,,36.292875,0.228201629,16,0.057050407,30.4800625,0.395912022,16,0.098978006
60906,2,9,dry,TB_0063,A1,,,,,,,34.089375,0.119793085,16,0.029948271,,36.67225,0.432660529,16,0.108165132,29.85025,0.492321507,16,0.123080377
60907,2,9,dry,TB_0476,B6,,,,,,,36.1236875,0.166571994,16,0.041642998,,35.0814375,0.61640322,16,0.154100805,31.0136875,0.623186619,16,0.155796655
60908,2,9,dry,TB_0428,B5,,,,,,,36.7079375,0.459838445,16,0.114959611,,35.63575,0.552411984,16,0.138102996,30.6561875,0.336088921,16,0.08402223
60909,2,9,dry,B100,B4,sm_probe,sm_probe,sm_probe,,,,35.4796875,0.347938255,16,0.086984564,,38.57475,1.073150782,16,0.268287695,33.38875,1.951677859,16,0.487919465
60910,2,9,dry,TB_0512,B3,,,,,,,35.0733125,0.139957955,16,0.034989489,,36.7998125,0.457685805,16,0.114421451,31.392125,0.43160721,16,0.107901802
60911,2,9,dry,TB_0368,B2,,,,,,,35.2725,0.360502242,16,0.090125561,,35.656875,0.361844695,16,0.090461174,31.9070625,0.454416471,16,0.113604118
60912,2,9,dry,TB_0496,B1,,,,,,,34.6026875,0.220382007,16,0.055095502,,36.6513125,0.462232801,16,0.1155582,31.16975,0.490050133,16,0.122512533
60913,2,9,dry,TB_0477,C6,beam,beam,beam,,,,35.1014375,0.176004155,16,0.044001039,,34.862625,0.363440573,16,0.090860143,29.7016875,0.383941092,16,0.095985273
60914,2,9,dry,TB_0355,C5,beam,beam,beam,,,,35.69025,0.763503198,16,0.190875799,,36.0294375,0.670569904,16,0.167642476,30.8214375,0.648545755,16,0.162136439
60915,2,9,dry,TB_0439,C4,beam,beam,beam,,,,34.73725,0.36290118,16,0.090725295,,33.889125,0.657481952,16,0.164370488,29.0405,0.983801132,16,0.245950283
60916,2,9,dry,TB_0549,C3,beam,beam,beam,,,,34.446,0.426380112,16,0.106595028,,33.6385,0.357123135,16,0.089280784,28.4814375,0.786678754,16,0.196669689
60917,2,9,dry,TB_0554,C2,beam,beam,beam,,,,34.1385625,0.261877572,16,0.065469393,,33.8264375,0.272954201,16,0.06823855,29.7490625,0.786053897,16,0.196513474
60918,2,9,dry,B100,C1,beam,beam,beam,,,,33.660375,0.326489178,16,0.081622294,,35.0976875,0.482298624,16,0.120574656,29.699125,0.427674467,16,0.106918617
60919,2,9,dry,TB_0212,D6,,,,,,,39.7545625,0.581749771,16,0.145437443,,37.6839375,0.453663968,16,0.113415992,34.0856875,0.474452347,16,0.118613087
60920,2,9,dry,B100,D5,,,,,,,35.0529375,0.318124393,16,0.079531098,,34.0660625,0.603542152,16,0.150885538,30.4340625,0.230967665,16,0.057741916
60921,2,9,dry,TB_0122,D4,,,,,,,34.284625,0.213514676,16,0.053378669,,33.4681875,0.242918702,16,0.060729676,30.445,0.269786088,16,0.067446522
60922,2,9,dry,TB_0495,D3,,,,,,,34.24,0.275257213,16,0.068814303,,34.5253125,0.311395294,16,0.077848824,30.025375,0.497983785,16,0.124495946
60923,2,9,dry,TB_0100,D2,,,,,,,35.211,0.490736589,16,0.122684147,,35.5403125,0.424454272,16,0.106113568,33.1341875,0.387044393,16,0.096761098
60924,2,9,dry,TB_0577,D1,,,,,,,34.021875,0.200535907,16,0.050133977,,34.0606875,0.153281753,16,0.038320438,31.034375,0.664491974,16,0.166122993
60925,2,9,dry,TB_0205,E6,sparse,sparse,sparse,,,,37.3754375,0.587082955,16,0.146770739,,45.8796875,1.812874429,16,0.453218607,39.4013125,3.689392176,16,0.922348044
60926,2,9,dry,TB_0497,E5,,,,,,,35.4443125,0.292139628,16,0.073034907,,35.010625,0.420510305,16,0.105127576,30.63925,0.355449668,16,0.088862417
60927,2,9,dry,TB_0593,E4,,,,,,,35.4418125,0.423189511,16,0.105797378,,34.6331875,0.530984647,16,0.132746162,30.8978125,0.652463968,16,0.163115992
60928,2,9,dry,TB_0508,E3,,,,,,,34.151125,0.232423141,16,0.058105785,,34.024375,0.139812195,16,0.034953049,29.8041875,0.542683851,16,0.135670963
60929,2,9,dry,TB_0342,E2,sparse,,sparse,,,,36.2025,0.63248884,16,0.15812221,,37.6608125,0.619883346,16,0.154970836,36.491875,0.827346995,16,0.206836749
60930,2,9,dry,TB_0204,E1,sparse,,,,,,39.77575,1.677627392,16,0.419406848,,39.402,0.818619244,16,0.204654811,35.78575,1.252931522,16,0.313232881
60931,2,9,dry,TB_0522,F6,,,,,,,37.4923125,0.373273397,16,0.093318349,,35.437125,0.616708886,16,0.154177221,29.9725,0.335634126,16,0.083908532
60932,2,9,dry,TB_0317,F5,,,,,,,37.58625,0.786434697,16,0.196608674,,37.0085,0.757511276,16,0.189377819,31.75775,0.918087323,16,0.229521831
60933,2,9,dry,TB_0088,F4,,,,,,,35.245875,0.364633675,16,0.091158419,,35.9600625,0.632627059,16,0.158156765,30.5645,0.55463189,16,0.138657972
60934,2,9,dry,B100,F3,,,,,,,35.8754375,0.900711642,16,0.225177911,,40.3840625,1.961632431,16,0.490408108,32.942,0.535109958,16,0.133777489
60935,2,9,dry,TB_0064,F2,,,,,,,34.593,0.46401839,16,0.116004598,,37.472875,0.605571452,16,0.151392863,33.3776875,1.050517823,16,0.262629456
60936,2,9,dry,TB_0154,F1,,,,,,,34.539375,0.191327599,16,0.0478319,,37.4998125,0.595527802,16,0.14888195,32.0293125,0.719312331,16,0.179828083
60937,2,9,dry,TB_0465,G6,,,,,,,34.34125,0.526638459,16,0.131659615,,33.429625,0.289091883,16,0.072272971,28.5853125,0.646791643,16,0.161697911
60938,2,9,dry,TB_0434,G5,,,,,,,36.1396875,0.402270343,16,0.100567586,,35.3553125,0.485451916,16,0.121362979,31.047375,0.613044737,16,0.153261184
60939,2,9,dry,TB_0315,G4,,,,,,,36.622125,0.529454043,16,0.132363511,,40.8703125,2.530705876,16,0.632676469,33.282875,0.881864757,16,0.220466189
60940,2,9,dry,TB_0206,G3,sparse,sparse,sparse,,,,40.9826875,1.001809611,16,0.250452403,,45.512,1.318150674,16,0.329537669,40.2635625,1.332246422,16,0.333061606
60941,2,9,dry,TB_0096,G2,,,,,,,35.2459375,0.593774982,16,0.148443745,,39.871,1.116168984,16,0.279042246,32.41825,0.716776906,16,0.179194227
60942,2,9,dry,TB_0239,G1,,,,,,,35.288,0.30892696,16,0.07723174,,40.2020625,0.866659446,16,0.216664862,34.5633125,0.630028541,16,0.157507135
60943,2,9,dry,TB_0128,H6,,,,,,,38.475375,0.74667484,16,0.18666871,,35.1425,0.362647671,16,0.090661918,31.6121875,0.848089871,16,0.212022468
60944,2,9,dry,TB_0010,H5,,,,,,,35.62225,0.238123917,16,0.059530979,,35.834,0.830236191,16,0.207559048,31.6885625,0.822925754,16,0.205731438
60945,2,9,dry,B100,H4,sm_probe,sm_probe,sm_probe,,,,34.8249375,0.384304301,16,0.096076075,,37.71075,1.401288716,16,0.350322179,32.4903125,0.562832209,16,0.140708052
60946,2,9,dry,TB_0429,H3,sparse,sparse,,,,,35.8974375,1.189316441,16,0.29732911,,44.1405625,1.948873246,16,0.487218312,37.2856875,0.873398017,16,0.218349504
60947,2,9,dry,TB_0501,H2,,,,,,,34.3521875,0.239334973,16,0.059833743,,36.0935625,0.282217639,16,0.07055441,32.3389375,0.255773199,16,0.0639433
60948,2,9,dry,TB_0314,H1,,,,,,,33.7965625,0.400891002,16,0.100222751,,37.2635625,0.487526405,16,0.121881601,31.2535625,0.33640154,16,0.084100385
60949,2,9,dry,B100,I6,,,,,,,35.431375,0.394967657,16,0.098741914,,35.44975,0.753151645,16,0.188287911,31.4154375,0.215907995,16,0.053976999
60950,2,9,dry,TB_0401,I5,,,,,,,34.896625,0.203965643,16,0.050991411,,34.3680625,0.471803556,16,0.117950889,31.89775,0.210201015,16,0.052550254
60951,2,9,dry,TB_0311,I4,,,,,,,35.09325,0.399248878,16,0.09981222,,34.8979375,0.389877839,16,0.09746946,32.4655625,0.52104011,16,0.130260027
60952,2,9,dry,TB_0462,I3,,,,,,,35.62,0.745737666,16,0.186434417,,34.4759375,0.382858802,16,0.095714701,30.4973125,0.770984714,16,0.192746178
60953,2,9,dry,TB_0124,I2,,,,,,,34.25475,0.313671484,16,0.078417871,,33.83225,0.209830249,16,0.052457562,30.31125,0.313540322,16,0.07838508
60954,2,9,dry,TB_0256,I1,,,,,,,33.7238125,0.278063115,16,0.069515779,,35.9056875,0.509122214,16,0.127280554,30.929625,0.585464246,16,0.146366061
60955,2,9,dry,TB_0208,J6,,,,,,,39.2673125,0.837565259,16,0.209391315,,39.27275,1.377588594,16,0.344397148,36.2856875,0.831497101,16,0.207874275
60956,2,9,dry,TB_0146,J5,,,,,,,35.801125,0.289595782,16,0.072398945,,34.155625,0.352562406,16,0.088140601,32.665375,0.39364686,16,0.098411715
60957,2,9,dry,TB_0109,J4,,,,,,,34.6294375,0.198849011,16,0.049712253,,33.6368125,0.390311879,16,0.09757797,31.3803125,0.43705434,16,0.109263585
60958,2,9,dry,TB_0155,J3,,,,,,,35.299875,0.590608824,16,0.147652206,,34.15575,0.498367268,16,0.124591817,30.7155,0.367381001,16,0.09184525
60959,2,9,dry,B100,J2,,,,,,,34.69025,0.450245192,16,0.112561298,,33.963875,0.515134529,16,0.128783632,29.82475,0.364388895,16,0.091097224
60960,2,9,dry,TB_0044,J1,,,,,,,34.124875,0.318550859,16,0.079637715,,33.488375,0.419294308,16,0.104823577,29.29275,0.313916443,16,0.078479111
61001,2,10,dry,TB_0101,A7,,,,,,,36.374625,0.209013516,16,0.052253379,,35.982,0.370121782,16,0.092530445,32.0994375,0.390722232,16,0.097680558
61002,2,10,dry,B100,A8,,,,,,,36.19175,0.2000005,16,0.050000125,,37.0759375,0.616281913,16,0.154070478,32.4094375,0.618017364,16,0.154504341
61003,2,10,dry,TB_0337,A9,sparse,sparse,sparse,,,,48.415375,3.278524462,16,0.819631116,,55.4245625,2.730637043,16,0.682659261,52.6648125,2.044726493,16,0.511181623
61004,2,10,dry,TB_0259,A10,,,,,,,39.106875,0.472469241,16,0.11811731,,36.4388125,0.349583222,16,0.087395806,34.419625,0.36220121,16,0.090550303
61005,2,10,dry,TB_0581,A11,,,,,,,38.120625,0.53383529,16,0.133458822,,35.7305625,0.384709929,16,0.096177482,31.771625,0.627667202,16,0.156916801
61006,2,10,dry,TB_0582,A12,,,,,,,39.7075,0.187570431,16,0.046892608,,35.973625,0.559221587,16,0.139805397,31.0213125,0.232942545,16,0.058235636
61007,2,10,dry,TB_0348,B7,beam,beam,beam,,,,36.2874375,0.294720425,16,0.073680106,,38.00025,1.12623618,16,0.281559045,33.9904375,0.475440423,16,0.118860106
61008,2,10,dry,TB_0357,B8,beam,beam,beam,,,,36.753875,0.761519523,16,0.190379881,,37.3106875,0.8362953,16,0.209073825,33.2134375,0.752698343,16,0.188174586
61009,2,10,dry,B100,B9,beam,beam,beam,,,,35.72325,0.33819866,16,0.084549665,,37.351,2.276478596,16,0.569119649,28.9651875,0.479160546,16,0.119790137
61010,2,10,dry,TB_0169,B10,beam,beam,beam,,,,36.7658125,0.214822785,16,0.053705696,,35.946375,0.895178483,16,0.223794621,31.3029375,0.463107398,16,0.11577685
61011,2,10,dry,TB_0340,B11,beam,beam,beam,,,,38.16825,0.411385059,16,0.102846265,,36.3310625,0.374611171,16,0.093652793,30.6165625,0.645639525,16,0.161409881
61012,2,10,dry,TB_0255,B12,beam,beam,beam,,,,39.5360625,0.912574561,16,0.22814364,,36.4679375,0.38130381,16,0.095325953,31.1179375,1.193131648,16,0.298282912
61013,2,10,dry,TB_0418,C7,,,,,,,35.7339375,0.122136791,16,0.030534198,,36.1080625,0.558158934,16,0.139539734,32.6699375,0.366473004,16,0.091618251
61014,2,10,dry,TB_0469,C8,,,,,,,35.5014375,0.181552185,16,0.045388046,,36.669,0.452202167,16,0.113050542,32.0543125,0.464752654,16,0.116188163
61015,2,10,dry,TB_0023,C9,,,,,,,35.601125,0.240194331,16,0.060048583,,38.4863125,0.842000532,16,0.210500133,30.772875,0.719514084,16,0.179878521
61016,2,10,dry,TB_0530,C10,,,,,,,36.397125,0.251613957,16,0.062903489,,36.781875,0.598455888,16,0.149613972,30.1085,0.272896562,16,0.06822414
61017,2,10,dry,TB_0226,C11,,,,,,,37.7775,0.615782321,16,0.15394558,,37.403,0.304670532,16,0.076167633,30.721,0.361651029,16,0.090412757
61018,2,10,dry,B100,C12,,,,,,,37.571125,0.456556075,16,0.114139019,,36.251625,0.551225529,16,0.137806382,29.5415,0.58557994,16,0.146394985
61019,2,10,dry,TB_0366,D7,,,,,,,35.1936875,0.183254547,16,0.045813637,,36.37,0.339895866,16,0.084973967,33.4675,0.285369702,16,0.071342425
61020,2,10,dry,B100,D8,,,,,,,34.6096875,0.364275668,16,0.091068917,,34.8846875,0.392771132,16,0.098192783,31.1443125,0.214976191,16,0.053744048
61021,2,10,dry,TB_0039,D9,,,,,,,35.6925,0.178917486,16,0.044729371,,34.761875,0.236862231,16,0.059215558,29.82475,0.222993124,16,0.055748281
61022,2,10,dry,TB_0559,D10,,,,,,,35.8779375,0.21193347,16,0.052983368,,34.1429375,0.167231364,16,0.041807841,28.9636875,0.270274112,16,0.067568528
61023,2,10,dry,TB_0017,D11,,,,,,,36.7371875,0.302909936,16,0.075727484,,35.844125,0.340344507,16,0.085086127,30.0973125,0.563143998,16,0.140786
61024,2,10,dry,TB_0460,D12,,,,,,,37.4695625,0.348947937,16,0.087236984,,35.3146875,0.293837987,16,0.073459497,28.674,0.375509787,16,0.093877447
61025,2,10,dry,TB_0412,E7,,,,,,,35.8664375,0.226118249,16,0.056529562,,36.919,0.65352164,16,0.16338041,34.56275,0.299189683,16,0.074797421
61026,2,10,dry,TB_0282,E8,,,,,,,35.3851875,0.332741786,16,0.083185446,,35.836625,0.401769233,16,0.100442308,32.224875,0.252437418,16,0.063109354
61027,2,10,dry,TB_0544,E9,,,,,,,35.6813125,0.097665906,16,0.024416476,,35.272125,0.333043916,16,0.083260979,31.001625,0.354766003,16,0.088691501
61028,2,10,dry,TB_0606,E10,,,,,,,36.420625,0.308761154,16,0.077190288,,35.2979375,0.408003671,16,0.102000918,30.2576875,0.619198161,16,0.15479954
